topic_id,unit_id,subject_id,topic_name,description,objectives,NCERT_alignment,NGSS_alignment,SCERT_alignment
OS_PH_HS_13_03,OS_PH_HS_13,OS_PH_HS,Wave Interaction: Superposition and Interference,"Waves in nature often appear complex due to the phenomenon of superposition, where two or more waves combine as they meet at the same place and time. In this process, the disturbances of individual waves add together to form a resultant wave. Depending on how the waves align, this can result in constructive interference, where the amplitudes of the waves combine to produce a larger wave, or destructive interference, where the waves cancel each other out, resulting in reduced or zero amplitude.
 
When waves of different amplitudes or wavelengths combine, the resultant wave becomes even more complex, displaying both constructive and destructive interference across its length. This phenomenon is commonly observed in everyday situations, such as varying sound intensities in a room or the fluctuating roar of jet engines.
 
Standing waves are a special case of wave interaction, formed when two identical waves traveling in opposite directions superimpose. This creates oscillations at fixed points, with nodes (points of no motion) and antinodes (points of maximum amplitude). Standing waves are common in musical instruments, where reflections from fixed ends of strings create specific vibration patterns. They can also occur in natural phenomena, such as earthquake waves reflecting within Earth's crust.
 
Waves can also reflect upon encountering a barrier. If the end of the medium is fixed, the wave inverts, flipping its direction while maintaining its shape. In contrast, reflection at a free end does not cause inversion. When a wave transitions from one medium to another, it undergoes refraction, bending its path and changing its speed and wavelength due to differences in the medium's properties. This bending is evident when water waves move from deeper to shallower regions, slowing down and decreasing in wavelength.
 
These interactions - superposition, interference, standing waves, reflection, and refraction - are fundamental to understanding wave behavior across various media and applications, from sound to light and water waves.","[
 {
 ""objective"": ""Describe superposition of waves"",
 ""dimensions"": {
 ""cognitive"": [""cg_02""],
 ""knowledge"": [""kw_02""]
 }
 },
 {
 ""objective"": ""Describe interference of waves and distinguish between constructive and destructive interference of waves"",
 ""dimensions"": {
 ""cognitive"": [""cg_04""],
 ""knowledge"": [""kw_02""]
 }
 },
 {
 ""objective"": ""Describe the characteristics of standing waves"",
 ""dimensions"": {
 ""cognitive"": [""cg_02""],
 ""knowledge"": [""kw_02""]
 }
 },
 {
 ""objective"": ""Distinguish reflection from refraction of waves"",
 ""dimensions"": {
 ""cognitive"": [""cg_04""],
 ""knowledge"": [""kw_02""]
 }
 }
 ]","[
 ""NCERT_SC_11_14_05"",
 ""NCERT_SC_11_14_06""
 ]",,
OS_PH_HS_14_01,OS_PH_HS_14,OS_PH_HS,"Speed of Sound, Frequency, and Wavelength","The speed of sound varies greatly depending upon the medium it is traveling through. The speed of sound in a medium is determined by a combination of the medium's rigidity (or compressibility in gases) and its density. The more rigid (or less compressible) the medium, the faster the speed of sound. The greater the density of a medium, the slower the speed of sound. The speed of sound in air is low, because air is compressible. Because liquids and solids are relatively rigid and very difficult to compress, the speed of sound in such media is generally greater than in gases.Sound, like all waves, travels at certain speeds through different media and has the properties of frequency and wavelength.
Wavelength is defined as the distance between adjacent identical parts of a wave. The wavelength of a sound, therefore, is the distance between adjacent identical parts of a sound wave. The frequency of a sound wave is the same as that of the source.","[
 {
 ""objective"": ""Relate the characteristics of waves to properties of sound waves"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_04"" ],
 ""knowledge"": [ ""kw_01"" , ""kw_02""]
 }
 },
 {
 ""objective"": ""Describe the speed of sound and how it changes in various media"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_04""],
 ""knowledge"": [""kw_01"" , ""kw_02""]
 }
 },
 {
 ""objective"": ""Relate the speed of sound to frequency and wavelength of a sound wave"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_03"" , ""cg_04""],
 ""knowledge"": [""kw_02"" , ""kw_03""]
 }
 }
 ]",,,
OS_PH_HS_14_02,OS_PH_HS_14,OS_PH_HS,Sound Intensity and Sound Level,"A useful quantity for describing the loudness of sounds is called sound intensity. The intensity of a wave is the power per unit area carried by the wave. Power is the rate at which energy is transferred by the wave. While sound intensity (in W/m^2) is the SI unit, the sound intensity level in decibels (dB) is more relevant for how humans perceive sounds. The way our ears perceive sound can be more accurately described by the logarithm of the intensity of a sound rather than the intensity of a sound directly. The
Hearing is the perception of sound. It can give us plenty of informationÑsuch as pitch, loudness, and direction. Humans can normally hear frequencies ranging from approximately 20 to 20,000 Hz.
Sounds below 20 Hz are called infrasound, whereas those above 20,000 Hz are ultrasound. The perception of frequency is called pitch, and the perception of intensity is called loudness.
The outer ear, or ear canal, carries sound to the eardrum protected inside of the ear. The middle ear converts sound into mechanical vibrations and applies these vibrations to the cochlea. The lever system of the middle ear takes the force exerted on the eardrum by sound pressure variations, amplifies it and transmits it to the inner ear via the oval window. Two muscles in the middle ear protect the inner ear from very intense sounds. They react to intense sound in a few milliseconds and reduce the force transmitted to the cochlea. This protective reaction can also be triggered by your own voice, so that humming during a fireworks display, for example, can reduce noise damage.
As the middle ear bones vibrate, they vibrate the cochlea, which contains fluid. This creates pressure waves in the fluid that cause the tectorial membrane to vibrate. The motion of the tectorial membrane stimulates tiny cilia on specialized cells called hair cells. These hair cells, and their attached neurons, transform the motion of the tectorial membrane into electrical signals that are sent to the brain.
The tectorial membrane vibrates at different positions based on the frequency of the incoming sound. This allows us to detect the pitch of sound. Additional processing in the brain also allows us to determine which direction the sound is coming from (based on comparison of the sound's arrival time and intensity between our two ears).","[
 {
 ""objective"": ""Relate amplitude of a wave to loudness and energy of a sound wave"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_03"" , ""cg_04"" ],
 ""knowledge"": [ ""kw_02"" , ""kw_03""]
 }
 },
 {
 ""objective"": ""Describe the decibel scale for measuring sound intensity"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_04""],
 ""knowledge"": [""kw_01"" , ""kw_02""]
 }
 },
 {
 ""objective"": ""Solve problems involving the intensity of a sound wave"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_03"" , ""cg_04""],
 ""knowledge"": [""kw_02"" , ""kw_03""]
 }
 },
 {
 ""objective"": ""Describe how humans produce and hear sounds"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_04""],
 ""knowledge"": [""kw_01"" , ""kw_02""]
 }
 }
 ]",,,
OS_PH_HS_14_03,OS_PH_HS_14,OS_PH_HS,Doppler Effect and Sonic Booms,"The Doppler effect is a change in the observed pitch of a sound, due to relative motion between the source and the observer. Three different scenarios where Doppler's effect can be observed: Sound waves emitted by a stationary source, sound waves emitted by a moving source, and sound waves emitted by a stationary source but heard by moving observers. In each case, the sound spreads out from the point where it was emitted. 
If the source exceeds the speed of sound, no sound is received by the observer until the source has passed, so that the sounds from the source when it was approaching are stacked up with those from it when receding, creating a sonic boom. A sonic boom is a constructive interference of sound created by an object moving faster than sound.","[
 {
 ""objective"": ""Describe the Doppler effect of sound waves"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_04"" ],
 ""knowledge"": [ ""kw_01"" , ""kw_02""]
 }
 },
 {
 ""objective"": ""Explain a sonic boom"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_04""],
 ""knowledge"": [""kw_01"" , ""kw_02""]
 }
 },
 {
 ""objective"": ""Calculate the frequency shift of sound from a moving object by the Doppler shift formula, and calculate the speed of an object by the Doppler shift formula"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_03"" , ""cg_04""],
 ""knowledge"": [""kw_02"" , ""kw_03""]
 }
 }
 ]",,,
OS_PH_HS_14_04,OS_PH_HS_14,OS_PH_HS,Sound Interference and Resonance,"A driving force (such as our voice in the example) puts energy into a system at a certain frequency, which is not necessarily the same as the natural frequency of the system. Over time the energy dissipates, and the amplitude gradually reduces to zero- this is called damping. The natural frequency is the frequency at which a system would oscillate if there were no driving and no damping force. The phenomenon of driving a system with a frequency equal to its natural frequency is called resonance, and a system being driven at its natural frequency is said to resonate. 
The superposition of waves can also create beats. Beats are produced by the superposition of two waves with slightly different frequencies but the same amplitude. The waves alternate in time between constructive interference and destructive interference, giving the resultant wave an amplitude that varies over time. This wave fluctuates in amplitude, or beats, with a frequency called the beat frequency.
The lowest resonant frequency is called the fundamental, while all higher resonant frequencies are called overtones. All resonant frequencies are multiples of the fundamental, and are called harmonics. The fundamental is the first harmonic, the first overtone is the second harmonic, and so on.","[
 {
 ""objective"": ""Describe resonance and beats"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_04"" ],
 ""knowledge"": [ ""kw_01"" , ""kw_02""]
 }
 },
 {
 ""objective"": ""Define fundamental frequency and harmonic series"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_04""],
 ""knowledge"": [""kw_01"" , ""kw_02""]
 }
 },
 {
 ""objective"": ""Contrast an open-pipe and closed-pipe resonator"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_04""],
 ""knowledge"": [""kw_01"" , ""kw_02""]
 }
 },
 {
 ""objective"": ""Solve problems involving harmonic series and beat frequency"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_03"" , ""cg_04""],
 ""knowledge"": [""kw_02"" , ""kw_03""]
 }
 }
 ]",,,
OS_PH_HS_15_01,OS_PH_HS_15,OS_PH_HS,The Electromagnetic Spectrum,"The electromagnetic spectrum encompasses all forms of electromagnetic radiation, ranging from low-energy radio waves to high-energy gamma rays. These waves, created by oscillating electric and magnetic fields, travel at the speed of light and differ in wavelength, frequency, and energy.
 
At the low-frequency end, radio waves and microwaves are used in communication, broadcasting, and radar. Infrared radiation is associated with heat and finds applications in thermal imaging and remote sensing. The visible light spectrum, the only part detectable by the human eye, enables vision and drives photosynthesis.
 
Beyond visible light, ultraviolet (UV) radiation has higher energy, aiding in sterilization and vitamin D production but also posing risks such as skin damage. X-rays penetrate soft tissues, making them valuable for medical imaging, while gamma rays, the most energetic, are used in cancer treatment and nuclear research.
 
Despite their differences, all electromagnetic waves share fundamental properties, traveling at the same speed in a vacuum and interacting with matter in diverse ways. The electromagnetic spectrum is essential in technology, medicine, and scientific discovery, shaping modern life and expanding our understanding of the universe.","[
 {
 ""objective"": ""Define the electromagnetic spectrum and describe it in terms of frequencies and wavelengths"",
 ""dimensions"": {
 ""cognitive"": [""cg_02""],
 ""knowledge"": [""kw_02""]
 }
 },
 {
 ""objective"": ""Describe and explain the differences and similarities of each section of the electromagnetic spectrum and the applications of radiation from those sections"",
 ""dimensions"": {
 ""cognitive"": [""cg_04""],
 ""knowledge"": [""kw_02""]
 }
 }
 ]","[
 ""NCERT_SC_12_08_03"",
 ""NCERT_SC_12_08_04""
 ]",,
OS_PH_HS_15_02,OS_PH_HS_15,OS_PH_HS,The Behavior of Electromagnetic Radiation,"Electromagnetic radiation travels at the speed of light in a vacuum, given by the fundamental constant $ c = 3.00 \times 10^8 , \text{m/s} $. When passing through a medium, its speed decreases, causing refraction. The relationship between speed, frequency, and wavelength is expressed as $ c = f\lambda $, indicating that wavelength ($\lambda$) and frequency ($f$) are inversely proportional. Higher-frequency waves (X-rays, gamma rays) carry more energy and penetrate matter more effectively, while lower-frequency waves (radio waves) are longer and used in communication.
 
Interference occurs when waves overlap, producing patterns seen in thin films like soap bubbles. Polarization filters light, reducing glare by blocking specific wave orientations. The inverse square law, given by $ I \propto \frac{1}{r^2} $, states that light intensity decreases with distance, impacting illumination and astronomy. Electromagnetic waves interact with matter through absorption, reflection, transmission, and scattering, leading to applications in imaging, communication, and energy transfer.","[
 {
 ""objective"": ""Describe the behavior of electromagnetic radiation"",
 ""dimensions"": {
 ""cognitive"": [""cg_02""],
 ""knowledge"": [""kw_02""]
 }
 },
 {
 ""objective"": ""Solve quantitative problems involving the behavior of electromagnetic radiation"",
 ""dimensions"": {
 ""cognitive"": [""cg_03""],
 ""knowledge"": [""kw_03""]
 }
 }
 ]","[
 ""NCERT_SC_12_08_03"",
 ""NCERT_SC_12_08_04""
 ]",,
OS_PH_HS_16_01,OS_PH_HS_16,OS_PH_HS,Reflection,"Light can travel to an object through various media, such as air and glass. Light can also arrive at an object after being reflected, such as by a mirror. In all these cases, light is modeled as traveling in a straight line, called a ray. Light may change direction when it encounters the surface of a different material (such as a mirror) or when it passes from one material to another (such as when passing from air into glass). It then continues in a straight lineÑthat is, as a ray.
 
The law of reflection states: The angle of reflection, (theta r) , equals the angle of incidence, (theta i). This law governs the behavior of all waves when they interact with a smooth surface, and therefore describe the behavior of light waves as well. The reflection of light is simplified when light is treated as a ray.","[
 {
 ""objective"": ""Explain reflection from mirrors, describe image formation as a consequence of reflection from mirrors, apply ray diagrams to predict and interpret image and object locations, and describe applications of mirrors"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_03"" , ""cg_04"" ],
 ""knowledge"": [ ""kw_02"" , ""kw_03""]
 }
 },
 {
 ""objective"": ""Perform calculations based on the law of reflection and the equations for curved mirrors"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_03"" , ""cg_04""],
 ""knowledge"": [""kw_02"" , ""kw_03""]
 }
 }
 ]",,,
OS_PH_HS_16_02,OS_PH_HS_16,OS_PH_HS,Refraction,"The changing of a light ray's direction (loosely called bending) when it passes a boundary between materials of different composition, or between layers in single material where there are changes in temperature and density, is called refraction. Refraction is responsible for a tremendous range of optical phenomena, from the action of lenses to voice transmission through optical fibers.
 
The light changes speed when going from one material to another, therefore light change direction when passing from one material (medium) to another.","[
 {
 ""objective"": ""Explain refraction at media boundaries, predict the path of light after passing through a boundary (Snell's law), describe the index of refraction of materials, explain total internal reflection, and describe applications of refraction and total internal reflection"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_03"" , ""cg_04"" ],
 ""knowledge"": [ ""kw_02"" , ""kw_03""]
 }
 },
 {
 ""objective"": ""Perform calculations based on the law of refraction, Snell's law, and the conditions for total internal reflection"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_03"" , ""cg_04""],
 ""knowledge"": [""kw_02"" , ""kw_03""]
 }
 }
 ]",,,
OS_PH_HS_16_03,OS_PH_HS_16,OS_PH_HS,Lenses,"The convex lens is shaped so that all light rays that enter it parallel to its central axis cross one another at a single point on the opposite side of the lens. The central axis, or axis, is defined to be a line normal to the lens at its center. Such a lens is called a converging lens because of the converging effect it has on light rays.
 
The concave lens is a diverging lens because it causes the light rays to bend away (diverge) from its axis. In this case, the lens has been shaped so all light rays entering it parallel to its axis appear to originate from the same point, F, defined to be the focal point of a diverging lens.","[
 {
 ""objective"": ""Describe and predict image formation and magnification as a consequence of refraction through convex and concave lenses, use ray diagrams to confirm image formation, and discuss how these properties of lenses determine their applications"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_03"" , ""cg_04"" ],
 ""knowledge"": [ ""kw_02"" , ""kw_03""]
 }
 },
 {
 ""objective"": ""Explain how the human eye works in terms of geometric optics"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_04""],
 ""knowledge"": [""kw_01"" , ""kw_02""]
 }
 },
 {
 ""objective"": ""Perform calculations, based on the thin-lens equation, to determine image and object distances, focal length, and image magnification, and use these calculations to confirm values determined from ray diagrams"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_03"" , ""cg_04"" , ""cg_06""],
 ""knowledge"": [""kw_02"" , ""kw_03""]
 }
 } 
 ]",,,
OS_PH_HS_17_01,OS_PH_HS_17,OS_PH_HS,Understanding Diffraction and Interference,"If light passes through smaller openings, often called slits, we can use Huygens's principle to show that light bends as sound does. The bending of a wave around the edges of an opening or an obstacle is called diffraction. Diffraction is a wave characteristic that occurs for all types of waves. If diffraction is observed for a phenomenon, it is evidence that the phenomenon is produced by waves. Thus, the horizontal diffraction of the laser beam after it passes through slits is evidence that light has the properties of a wave.
 
When light passes through narrow slits, it is diffracted into semicircular waves. Pure constructive interference occurs where the waves line up crest to crest or trough to trough. Pure destructive interference occurs where they line up crest to trough. The light must fall on a screen and be scattered into our eyes for the pattern to be visible. An analogous pattern for water waves. Note that regions of constructive and destructive interference move out from the slits at well-defined angles to the original beam. Those angles depend on wavelength and the distance between the slits.","[
 {
 ""objective"": ""Explain wave behavior of light, including diffraction and interference, including the role of constructive and destructive interference in Young's single-slit and double-slit experiments"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_04"" ],
 ""knowledge"": [ ""kw_01"" , ""kw_02""]
 }
 },
 {
 ""objective"": ""Perform calculations involving diffraction and interference, in particular the wavelength of light using data from a two-slit interference pattern"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_03"" , ""cg_04""],
 ""knowledge"": [""kw_02"" , ""kw_03""]
 }
 }
 ]",,,
OS_PH_HS_17_02,OS_PH_HS_17,OS_PH_HS,"Applications of Diffraction, Interference, and Coherence","Application in a process called, light amplification by stimulated emission of radiation i.e. laser. Laser beams are directional, very intense, and narrow (only about 0.5 mm in diameter). These properties lead to a number of applications in industry and medicine.
 
If we pass light through a large number of evenly-spaced parallel slits. Such an arrangement of slits is called a diffraction grating. A diffraction grating can be manufactured by scratching glass with a sharp tool to form a number of precisely positioned parallel lines, which act like slits. Diffraction gratings work both for transmission of light and for reflection of light, as on the butterfly wings or the Australian opal or the CD pictured in the opening illustration. In addition to their use as novelty items, diffraction gratings are commonly used for spectroscopic dispersion and analysis of light.","[
 {
 ""objective"": ""Explain behaviors of waves, including reflection, refraction, diffraction, interference, and coherence, and describe applications based on these behaviors"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_03"" , ""cg_04"" ],
 ""knowledge"": [ ""kw_01"" , ""kw_02"" , ""kw_03""]
 }
 },
 {
 ""objective"": ""Perform calculations related to applications based on wave properties of light"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_03"" , ""cg_04""],
 ""knowledge"": [""kw_02"" , ""kw_03""]
 }
 }
 ]",,,
OS_PH_HS_18_01,OS_PH_HS_18,OS_PH_HS,"Electrical Charges, Conservation of Charge, and Transfer of Charge","Electric charge is a fundamental physical property that exists in positive and negative forms, following the principle of conservation where it cannot be created or destroyed. Charges of the same sign repel while opposite charges attract, and they can move freely through conductors but not insulators. Objects can acquire charge through contact, conduction, or induction, and while polarized objects maintain overall neutrality, they exhibit unbalanced charge distribution.","[
 {
 ""objective"": ""Describe and apply the work-energy theorem"",
 ""dimensions"": {
 ""cognitive"": [
 ""cg_02"",
 ""cg_03""
 ],
 ""knowledge"": [
 ""kw_02"",
 ""kw_03"",
 ""kw_04""
 ]
 }
 },
 {
 ""objective"": ""Use conservation of charge to calculate quantities of charge transferred between objects"",
 ""dimensions"": {
 ""cognitive"": [
 ""cg_02"",
 ""cg_03""
 ],
 ""knowledge"": [
 ""kw_02"",
 ""kw_03"",
 ""kw_04""
 ]
 }
 },
 {
 ""objective"": ""Characterize materials as conductors or insulators based on their electrical properties"",
 ""dimensions"": {
 ""cognitive"": [
 ""cg_02"",
 ""cg_03"",
 ""cg_04""
 ],
 ""knowledge"": [
 ""kw_02"",
 ""kw_03""
 ]
 }
 },
 {
 ""objective"": ""Describe electric polarization and charging by induction"",
 ""dimensions"": {
 ""cognitive"": [
 ""cg_01"",
 ""cg_02""
 ],
 ""knowledge"": [
 ""kw_02"",
 ""kw_03""
 ]
 }
 }
 ]","[
 ""NCERT_PH_12_01_01"",
 ""NCERT_PH_12_01_02"",
 ""NCERT_PH_12_01_03"",
 ""NCERT_PH_12_01_04""
 ]",,
OS_PH_HS_18_02,OS_PH_HS_18,OS_PH_HS,Coulomb's law,"Coulomb's law quantifies the electrostatic force between charged particles as an inverse square relationship, where the force is proportional to the product of the charges and inversely proportional to the square of the distance between them. The sign of the calculated force indicates whether it is attractive (negative) or repulsive (positive).","[
 {
 ""objective"": ""Describe Coulomb's law verbally and mathematically"",
 ""dimensions"": {
 ""cognitive"": [
 ""cg_02"",
 ""cg_03""
 ],
 ""knowledge"": [
 ""kw_02"",
 ""kw_03"",
 ""kw_04""
 ]
 }
 },
 {
 ""objective"": ""Solve problems involving Coulomb's law"",
 ""dimensions"": {
 ""cognitive"": [
 ""cg_03"",
 ""cg_04""
 ],
 ""knowledge"": [
 ""kw_02"",
 ""kw_03"",
 ""kw_04""
 ]
 }
 }
 ]","[
 ""NCERT_PH_12_01_05"",
 ""NCERT_PH_12_01_06""
 ]",,
OS_PH_HS_18_03,OS_PH_HS_18,OS_PH_HS,Electric Field,"The electric field represents the force per unit charge in space around a charge distribution, decreasing inversely with distance for point charges or uniform spheres. Electric field lines never intersect, with their density indicating field strength. These lines originate from positive charges and terminate at negative charges.","[
 {
 ""objective"": ""Calculate the strength of an electric field"",
 ""dimensions"": {
 ""cognitive"": [
 ""cg_03"",
 ""cg_04""
 ],
 ""knowledge"": [
 ""kw_02"",
 ""kw_03"",
 ""kw_04""
 ]
 }
 },
 {
 ""objective"": ""Create and interpret drawings of electric fields"",
 ""dimensions"": {
 ""cognitive"": [
 ""cg_04"",
 ""cg_05"",
 ""cg_06""
 ],
 ""knowledge"": [
 ""kw_02"",
 ""kw_03"",
 ""kw_04""
 ]
 }
 }
 ]","[
 ""NCERT_PH_12_01_07"",
 ""NCERT_PH_12_01_08"",
 ""NCERT_PH_12_01_09"",
 ""NCERT_PH_12_01_10"",
 ""NCERT_PH_12_01_12""
 ]",,
OS_PH_HS_18_04,OS_PH_HS_18,OS_PH_HS,Electric Potential,"Electric potential is analogous to gravitational potential energy, representing the potential energy per unit charge. It is measured between two points, with positive charges naturally moving from high to low potential regions and negative charges moving in the opposite direction.","[
 {
 ""objective"": ""Explain the similarities and differences between electric potential energy and gravitational potential energy"",
 ""dimensions"": {
 ""cognitive"": [
 ""cg_01"",
 ""cg_02""
 ],
 ""knowledge"": [
 ""kw_01"",
 ""kw_02""
 ]
 }
 },
 {
 ""objective"": ""Calculate the electric potential difference between two point charges and in a uniform electric field"",
 ""dimensions"": {
 ""cognitive"": [
 ""cg_03"",
 ""cg_04""
 ],
 ""knowledge"": [
 ""kw_02"",
 ""kw_03"",
 ""kw_04""
 ]
 }
 }
 ]","[
 ""NCERT_PH_12_02_02"",
 ""NCERT_PH_12_02_03"",
 ""NCERT_PH_12_02_05"",
 ""NCERT_PH_12_02_07""
 ]",,
OS_PH_HS_18_05,OS_PH_HS_18,OS_PH_HS,Capacitors and Dielectrics,"Capacitors are devices whose capacitance depends solely on their geometry and material composition, independent of voltage. They store electrical energy in the electric field between their plates. The introduction of a dielectric material, an insulator that becomes polarized in an electric field, between the plates increases the capacitor's capacitance.","[
 {
 ""objective"": ""Calculate the energy stored in a charged capacitor and the capacitance of a capacitor"",
 ""dimensions"": {
 ""cognitive"": [
 ""cg_03"",
 ""cg_04""
 ],
 ""knowledge"": [
 ""kw_02"",
 ""kw_03"",
 ""kw_04""
 ]
 }
 },
 {
 ""objective"": ""Explain the properties of capacitors and dielectrics"",
 ""dimensions"": {
 ""cognitive"": [
 ""cg_01"",
 ""cg_02""
 ],
 ""knowledge"": [
 ""kw_01"",
 ""kw_02""
 ]
 }
 }
 ]","[
 ""NCERT_PH_12_02_10"",
 ""NCERT_PH_12_02_11"",
 ""NCERT_PH_12_02_13""
 ]",,
OS_PH_HS_19_01,OS_PH_HS_19,OS_PH_HS,Ohm's Law,"Resistance is a description of how much a wire or other electrical component opposes the flow of charge through it. In the 19th century, the German physicist Georg Simon Ohm (1787-1854) found experimentally that current through a conductor is proportional to the voltage drop across a current-carrying conductor.
The constant of proportionality is the resistance R of the material, which leads to V= RI
This relationship is called Ohm's law. It can be viewed as a cause-and-effect relationship, with voltage being the cause and the current being the effect. Ohm's law is an empirical law like that for friction, which means that it is an experimentally observed phenomenon. The units of resistance are volts per ampere, or V/A. We call a V/A an ohm, which is represented by the uppercase Greek letter omega.","[
 {
 ""objective"": ""Describe how current is related to charge and time, and distinguish between direct current and alternating current"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_04"" ],
 ""knowledge"": [ ""kw_01"" , ""kw_02""]
 }
 },
 {
 ""objective"": ""Define resistance and verbally describe Ohm's law"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_04""],
 ""knowledge"": [""kw_01"" , ""kw_02""]
 }
 },
 {
 ""objective"": ""Calculate current and solve problems involving Ohm's law"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_03"" , ""cg_04""],
 ""knowledge"": [""kw_02"" , ""kw_03""]
 }
 } 
 ]",,,
OS_PH_HS_19_02,OS_PH_HS_19,OS_PH_HS,Series Circuits,"Components connected in series are connected one after the other in the same branch of a circuit. An equivalent resistor is a resistor that has the same resistance as the combined resistance of a set of other resistors. According to Ohm's law, the voltage drop V across a resistor when a current flows through it is V=IR where I is the current in amperes (A) and R is the resistance in ohms.","[
 {
 ""objective"": ""Interpret circuit diagrams and diagram basic circuit elements"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_04"" , ""cg_06"" ],
 ""knowledge"": [ ""kw_01"" , ""kw_02""]
 }
 },
 {
 ""objective"": ""Calculate equivalent resistance of resistors in series and apply Ohm's law to resistors in series and apply Ohm's law to resistors in series"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_03"" , ""cg_04""],
 ""knowledge"": [""kw_02"" , ""kw_03""]
 }
 }
 ]",,,
OS_PH_HS_19_03,OS_PH_HS_19,OS_PH_HS,Parallel Circuits,"Resistors are in parallel when both ends of each resistor are connected directly together. The tops of the resistors are all connected to the same wire, so the voltage at the top of the each resistor is the same. Likewise, the bottoms of the resistors are all connected to the same wire, so the voltage at the bottom of each resistor is the same. This means that the voltage drop across each resistor is the same. In this case, the voltage drop is the voltage rating V of the battery, because the top and bottom wires connect to the positive and negative terminals of the battery, respectively. Although the voltage drop across each resistor is the same, we cannot say the same for the current running through each resistor. 
 
The equivalent resistance for these three resistors must be less than the smallest of the three resistors. To understand this, imagine that the smallest resistor is the only path through which the current can flow. Now add on the alternate paths by connecting other resistors in parallel. Because the current has more paths to go through, the overall resistance (i.e., the equivalent resistance) will decrease. Therefore, the equivalent resistance must be less than the smallest resistance of the parallel resistors.","[
 {
 ""objective"": ""Interpret circuit diagrams with parallel resistors"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_04"" ],
 ""knowledge"": [ ""kw_01"" , ""kw_02""]
 }
 },
 {
 ""objective"": ""Calculate equivalent resistance of resistor combinations containing series and parallel resistors"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_03"" , ""cg_04""],
 ""knowledge"": [""kw_02"" , ""kw_03""]
 }
 }
 ]",,,
OS_PH_HS_19_04,OS_PH_HS_19,OS_PH_HS,Electric Power,"Power is the rate at which energy of any type is transferred; electric power is the rate at which electric energy is transferred in a circuit. The electric power is voltage times current. Ohm's law gives the current: I= V/R , which we can insert into the equation for electric power to obtain P= VI = V(squared)/R
This gives the power in terms of only the voltage and the resistance.
We can also use Ohm's law to eliminate the voltage in the equation for electric power and obtain an expression for power in terms of just the current and the resistance. If we write Ohm's law as V=IR and use this to eliminate V in the equation P=IV , we obtain
P=IV= I(squared)R.","[
 {
 ""objective"": ""Define electric power and describe the electric power equation"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_04"" ],
 ""knowledge"": [ ""kw_01"" , ""kw_02""]
 }
 },
 {
 ""objective"": ""Calculate electric power in circuits of resistors in series, parallel, and complex arrangements"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"" , ""cg_03"" , ""cg_04""],
 ""knowledge"": [""kw_02"" , ""kw_03""]
 }
 }
 ]",,,
